Time,Brightness Level
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:09,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:10,100
26-02-2025 08:09:11,100
26-02-2025 08:09:11,100
26-02-2025 08:09:11,100
26-02-2025 08:09:11,100
26-02-2025 08:09:11,100
26-02-2025 08:09:11,100
26-02-2025 08:09:12,100
26-02-2025 08:09:12,100
26-02-2025 08:09:12,100
26-02-2025 08:09:12,100
26-02-2025 08:09:12,100
26-02-2025 08:09:12,100
26-02-2025 08:09:13,100
26-02-2025 08:09:13,100
26-02-2025 08:09:13,100
26-02-2025 08:09:13,100
26-02-2025 08:09:13,100
26-02-2025 08:09:13,100
26-02-2025 08:09:14,100
26-02-2025 08:09:14,100
26-02-2025 08:09:14,100
26-02-2025 08:09:14,100
26-02-2025 08:09:14,100
26-02-2025 08:09:14,100
26-02-2025 08:09:15,100
26-02-2025 08:09:15,50
26-02-2025 08:09:15,50
26-02-2025 08:09:15,50
26-02-2025 08:09:15,50
26-02-2025 08:09:15,50
26-02-2025 08:09:15,50
26-02-2025 08:09:16,50
26-02-2025 08:09:16,50
26-02-2025 08:09:16,50
26-02-2025 08:09:16,50
26-02-2025 08:09:16,50
26-02-2025 08:09:16,50
26-02-2025 08:09:17,50
26-02-2025 08:09:17,50
26-02-2025 08:09:17,50
26-02-2025 08:09:17,50
26-02-2025 08:09:17,50
26-02-2025 08:09:17,50
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:18,100
26-02-2025 08:09:19,100
26-02-2025 08:09:19,100
26-02-2025 08:09:19,100
26-02-2025 08:09:19,100
26-02-2025 08:09:19,100
26-02-2025 08:09:19,100
26-02-2025 08:09:20,100
26-02-2025 08:09:20,50
26-02-2025 08:09:20,50
26-02-2025 08:09:20,50
26-02-2025 08:09:20,50
26-02-2025 08:09:20,50
26-02-2025 08:09:20,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:21,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:22,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:23,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:24,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:09:25,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:09,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:10,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:11,50
26-02-2025 08:12:12,55
26-02-2025 08:12:12,60
26-02-2025 08:12:12,65
26-02-2025 08:12:12,70
26-02-2025 08:12:12,75
26-02-2025 08:12:12,80
26-02-2025 08:12:12,85
26-02-2025 08:12:12,90
26-02-2025 08:12:13,95
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:13,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:14,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:15,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:16,100
26-02-2025 08:12:17,100
26-02-2025 08:12:17,100
26-02-2025 08:12:17,100
26-02-2025 08:12:17,100
26-02-2025 08:12:17,100
26-02-2025 08:12:17,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:18,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:19,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:20,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:21,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:22,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:23,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:24,100
26-02-2025 08:12:25,100
26-02-2025 08:12:25,100
26-02-2025 08:12:25,100
26-02-2025 08:12:25,100
26-02-2025 08:12:25,100
26-02-2025 08:12:25,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:26,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:27,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:28,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:29,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:30,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:31,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:32,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:33,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:34,100
26-02-2025 08:12:35,100
26-02-2025 08:12:35,100
26-02-2025 08:12:35,100
26-02-2025 08:12:35,100
26-02-2025 08:12:35,95
26-02-2025 08:12:35,90
26-02-2025 08:12:35,85
26-02-2025 08:12:36,80
26-02-2025 08:12:36,85
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:36,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:37,90
26-02-2025 08:12:38,95
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:38,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:39,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:40,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:41,100
26-02-2025 08:12:42,100
26-02-2025 08:12:42,100
26-02-2025 08:12:42,95
26-02-2025 08:12:42,100
26-02-2025 08:12:42,100
26-02-2025 08:12:42,100
26-02-2025 08:12:42,100
26-02-2025 08:12:42,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:43,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:44,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:45,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:46,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:47,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:48,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:49,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:50,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:51,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:52,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:12:53,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:06,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:07,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:08,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:09,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:10,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:11,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:12,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:13,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:14,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:15,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:16,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:17,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:18,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:19,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:20,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:21,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:22,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:23,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:24,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:25,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:26,100
26-02-2025 08:16:27,100
26-02-2025 08:16:27,100
26-02-2025 08:16:27,100
26-02-2025 08:16:27,100
26-02-2025 08:16:27,95
26-02-2025 08:16:27,90
26-02-2025 08:16:27,95
26-02-2025 08:16:28,95
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:28,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,100
26-02-2025 08:16:29,95
26-02-2025 08:16:30,90
26-02-2025 08:16:30,85
26-02-2025 08:16:30,80
26-02-2025 08:16:30,85
26-02-2025 08:16:30,80
26-02-2025 08:16:30,75
26-02-2025 08:16:30,80
26-02-2025 08:16:30,80
26-02-2025 08:16:31,80
26-02-2025 08:16:31,85
26-02-2025 08:16:31,80
26-02-2025 08:16:31,80
26-02-2025 08:16:31,80
26-02-2025 08:16:31,85
26-02-2025 08:16:31,80
26-02-2025 08:16:31,85
26-02-2025 08:16:32,80
26-02-2025 08:16:32,80
26-02-2025 08:16:32,75
26-02-2025 08:16:32,80
26-02-2025 08:16:32,80
26-02-2025 08:16:32,80
26-02-2025 08:16:32,85
26-02-2025 08:16:32,80
26-02-2025 08:16:33,85
26-02-2025 08:16:33,80
26-02-2025 08:16:33,85
26-02-2025 08:16:33,80
26-02-2025 08:16:33,85
26-02-2025 08:16:33,85
26-02-2025 08:16:33,80
26-02-2025 08:16:34,85
26-02-2025 08:16:34,80
26-02-2025 08:16:34,85
26-02-2025 08:16:34,80
26-02-2025 08:16:34,75
26-02-2025 08:16:34,75
26-02-2025 08:16:34,80
26-02-2025 08:16:34,75
26-02-2025 08:16:35,80
26-02-2025 08:16:35,85
26-02-2025 08:16:35,80
26-02-2025 08:16:35,75
26-02-2025 08:16:35,80
26-02-2025 08:16:35,75
